"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"St. Lucia","LCA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1624949324.16392","1631053901.75551","1760772847.7316","1771041670.72241","1799352837.32412","1830809589.02951","1884316609.60181","1871237000.04274","1988871775.41707","2041986654.8861","2042982093.84343","1973355957.35521","1981574007.96911","2066080440.74394","2216230953.95481","2207137653.60522","2343875510.02167","2383524943.50858","2501493266.48971","2430728534.77307","2469714075.42366","2605138656.93942","2599932241.99275","2517400575.17197","2553050924.31983","2518277421.1087","2612788913.60929","2701285550.5398","2779104740.55139","2761036182.522","2088320242.21681","2343718930.4051",
"Latin America & Caribbean","LCN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4670904749024.78","4827074829433.53","4966062490970.79","5184684499803.3","5465274403727","5501672941524.89","5726647771608.22","6033332052651.07","6198440869835.93","6232524163188.47","6454463080527.62","6480670387895.44","6517479553751.67","6683793620275.22","7049393025359.9","7327812146169.11","7697994561758.72","8101804555686.01","8402301941720.24","8229201562826.64","8761445935389.53","9162300343645.71","9409990714572.52","9685826956002.74","9838551075135.79","9908008483636.81","9915203174102.14","10109626650601","10286148806280.5","10366771934613.7","9676141428818.29","10332209796210.9",
"Least developed countries: UN classification","LDC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","824450112110.827","839465463355.231","844189722361.749","846854625046.531","852089678831.781","901676508576.797","952978285254.308","1006877227150.85","1045570592169.49","1089594121956.21","1136947190392.44","1198774986358.14","1257265325977.86","1323454330484.4","1409947368268.73","1516525172853.94","1627105399479.49","1752081383816.05","1869463838133.17","1949698525906.23","2071499034368.36","2173801810144.33","2266043109825.36","2394659566766.72","2540922083203.46","2663682463923.33","2801642080606.88","2944961073136.61","3091997383134.62","3258624022080.23","3295120421873.72","3363889447748.85",
"Low income","LIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","412110912991.955","413867182191.996","407288998474.054","412234221360.44","410348674996.623","429778966376.405","453845928762.918","486314108981.334","499580096064.383","516249344634.595","532138110611.61","562074568493.688","585279484175.187","615212550620.425","654143213622.134","698846336858.129","745615762579.439","798250728923.278","847107946290.723","879128489462.811","942492706627.722","976989893033.264","987524582202.742","1040057331781.97","1103385762603.5","1155104120702.58","1210501618420.21","1263086307398.73","1311650697106.46","1368007931358.31","1377514980694.04","1405457800722.29",
"Liechtenstein","LIE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69505028644.9295","72702251096.5585","75901143784.6829","81138370714.4339","85682053529.3139","90394639503.8035","93829606160.6423","99839767468.1447","104530662113.659","109026045570.824","115567644456.245","113781652678.939","118292726196.841","125319632432.661","132143363213.054","140391419001.369","151157042814.461","161430924181.075","171036206462.715","177089027388.523","191284426040.554","207867796859.988","225811322109.296","234960624066.459","249946363085.324","260458995828.115","273621616469.349","291299436997.471","298028699426.597","297371594166.248","287045969761.318","296595311223.832",
"Lower middle income","LMC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6583865836649.45","6712466746402.6","6881514340938.04","6946894595439.83","7069476101889.31","7385001256003.97","7801772676254.85","8075368619663.84","8184987035038","8550999463458.79","8937533941049.62","9317494745668.61","9752531716582.36","10373968374394.5","11070836895169.3","11752475732600.9","12526789394308.9","13398305965019.2","13948256260381.2","14553700978002.5","15510224075330","16259551626711.2","16982962207882.8","17825191871153.2","18827228355300","19778969203773.9","20964265658811.1","22072310016345","23183261078773.3","24058334205991","23268006025760.2","24608315441060.7",
"Low & middle income","LMY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18486041830937","18653097618372","18763432569070.5","19181996586085.5","19565956986842.3","20245697074433.3","21268689339437.5","22268792405203.7","22707522808108.8","23579781283857.4","24926532060543.6","25847246288129.9","27035216935468.7","28653442842878.9","30798746023288.7","32936371629019.8","35502047835663.1","38452636635105.3","40514790459052.1","41550206153928.6","44658237893240.9","47268916999200.2","49734815386093.8","52281289658593.3","54784608130194.1","57134543035449.7","59778423302157.7","62810582200650.1","65817635605048.5","68315111632065","67084135143987","71535793880127",
"Lesotho","LSO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2277384320.52935","2436040738.61379","2605500622.89103","2696947610.3287","2858221655.74289","2952283973.9537","3117524363.69293","3232985108.12906","3282697285.9687","3298323749.07473","3426151830.05583","3548177043.46664","3573860024.88448","3736820065.56761","3800061044.49769","3931775814.66956","4098093661.08039","4269718316.37577","4505493365.92078","4448926237.75053","4683219179.46929","4899314725.25259","5209677577.67646","5303062686.42201","5393773907.24493","5562467299.68687","5763016498.37673","5582162959.79372","5586156367.91719","5637968153.70305","5166837223.43438","5236466718.24278",
"Late-demographic dividend","LTE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9784568020489.78","9784058388178.32","9648552841838.61","9922077547548.65","10199571961821.4","10689284883753","11161140942948.4","11701951139588.6","11913490649596.5","12443785998280.7","13310038821294.5","13972166758455.8","14778731109671.8","15773679497114.3","17029858295632.5","18296528999824.4","19941971364268.5","21900314387348.8","23359647921328.4","23989561644154.7","25806501002518","27566293256691.5","29131383288903","30658832734737.9","32176909010144.5","33520775567894","34910824051172","36678356707153.9","38595269796632.8","40310684915010.9","40178045586717.7","42909302645187.2",
"Lithuania","LTU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38614951870.8962","40606890384.3649","43981697192.925","47269662757.9337","46730045922.2299","48456966648.5672","51619321062.895","55104355429.1282","60926657922.7044","64929228693.8814","69949795338.678","75135958038.9915","83481669656.9603","85664233657.0446","72952853508.4314","74157480683.2931","78635856993.3067","81658512980.3964","84557449673.47","87548255021.8647","89320742945.6501","91570579072.6829","95492177900.2528","99305476902.7311","103898457632.234","103875846237.91","110088693958.826",
"Luxembourg","LUX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27058203782.4807","29397165793.3673","29932092041.6185","31189434676.4903","32381158084.8733","32844921027.3998","33304117487.1364","35109145135.0818","37452509306.8221","40514319942.4656","43325256229.7298","44657228410.5875","46097610202.6895","47305081129.9502","49306980746.2262","50531211320.2321","53571530313.6657","57910110485.5414","57736278119.6883","55866226614.5878","57967027793.8481","58572376708.3729","59538763540.5786","61427208385.876","63038496898.925","64469334920.607","67678741186.3037","68570197215.6406","69406288659.8932","71016462641.5494","70450152094.2388","74044839716.8867",
"Latvia","LVA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23854415374.9008","24471771301.8912","26634320388.5399","28321854357.5826","29102454005.0055","30754234009.7331","32698980506.5237","35016726314.3241","37966136921.0718","41111307125.7726","45518589699.1828","50968000468.1504","56035199129.8609","54214547862.7269","46483477416.689","44412374815.6104","45555421597.0899","48763546980.9853","49742702853.2751","50688894959.1365","52658290346.9335","53905562377.4217","55691171159.2716","57914281683.9174","59402507231.8887","58093878707.0164","60457180602.8897",
"Macao SAR, China","MAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16768964625.9641","17382613181.0959","19694340628.0284","20715682171.223","21596724507.9992","22308674206.4515","22215141402.1726","22152969596.9755","21140431141.2425","20641772916.0771","21827988951.5201","22458510090.9532","24459745307.2109","27306993908.054","34579077741.9112","37371490443.7751","42375678870.352","48510147047.46","50155407414.4915","50794548243.7307","63555540507.516","77294042274.8435","84437747749.8865","93517215478.1919","91601626967.0288","71894081707.8081","71405877149.0033","78534544016.2994","83611541312.0895","81511271361.8895","37302899720.6373","44490070440.0216",
"St. Martin (French part)","MAF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88982146179.9699","95403176296.2066","93401866887.3613","92710140420.9999","102526290460.188","96984285279.2293","108984030903.999","107283114565.946","115048859340.904","116292920118.865","118517455966.213","127192895170.494","131163157359.257","138982005856.775","145648998197.828","150443238422.345","161838759567.023","167554247734.825","177478951102.807","185010727083.171","192070214544.424","202145636597.689","208230141952.547","217674262202.437","259135285795.301","270393633307.686","271802885742.303","285550398889.943","294304349946.658","302812614423.121","281049230841.732","303335501600.901",
"Monaco","MCO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16816808127.8209","15828474189.5612","16089179369.3209","15036594360.0401","14530123589.4722","14836377336.0955","15741396414.8512","16969225278.7766","18089194153.5848","19427794464.8575","20884879076.6621","21887353241.0344","22543973890.7282","24302403886.817","22844259583.2795","24466202032.8342","25889686334.5549","25737006061.3216","28064626291.2811","29467752622.5549","29368082204.8487","30662887677.7883","32101220474.0099","33482047332.4337","34715326369.0935","32153272047.8013","36636913878.0434",
"Madagascar","MDG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21492868989.8743","20137453104.2833","20375253255.7537","20803117923.2989","20794359540.0663","21143412061.7411","21598884390.8578","22396637590.9418","23273930593.0081","24367625433.5956","25453656125.659","26975844772.5941","23628689748.6158","25940731550.2098","27304436747.2428","28602993463.4479","30147128482.5379","31868699608.0561","34007928308.7951","32654851936.1368","32857063758.2731","33375688540.8726","34380679957.2629","35171564947.4465","36346014939.0802","37484480464.4979","38981290520.8233","40514544581.3315","41808723575.655","43653003423.197","40537195385.9155","42321780553.2987",
"Maldives","MDV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2693313074.6769","2904971039.86258","3148928788.91511","3384931020.31642","3593972710.14495","3732190086.11859","3585006155.72206","3845578252.47613","4374347178.07753","4638284528.03537","4029321674.09061","5081437741.15739","5473413103.961","5992584544.75941","5559390108.34501","5963286975.13221","6474145879.95108","6637124988.72736","7120378969.23521","7642276131.94899","7862721295.74148","8361084209.65743","8963910866.51982","9692060901.42097","10379951630.0061","6903415627.83191","9785253422.80762",
"Middle East & North Africa","MEA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728376837060.25","2856997646739.82","2983758810041.37","3032269148388.66","3090502556851.32","3169422885461.64","3327199327437.4","3438414043992.33","3594395538572.18","3665726874248.34","3902704394579.67","3965237452734.23","4034511980417.76","4253643226319.68","4576842596198.13","4802725893944.6","5068779895343.45","5336770186286.6","5575631369251.8","5615248539658.05","5890977638267.32","6091994866686.61","6365790265619.78","6492064596871.02","6713766151651.18","6918286030984.87","7233871918718.73","7367944924286.27","7512853930320.58","7585793225663.9","7352419065696.2","7671275643834.86",
"Mexico","MEX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1254868455671.9","1307758084624.53","1354067137753.94","1380351691180.64","1448555981850.09","1357423981459.04","1449365819303.77","1548601755928.37","1628570391754.09","1673413960949.48","1756121671424.3","1749020088772.35","1748323200787.2","1773610644818.55","1843146660769.6","1885682929642.06","1970445846167.37","2015597543061.93","2038647605904.25","1930889909604.8","2029715136393.72","2104063762786.11","2180700554407.38","2210229245319.37","2273215767224.61","2348076207005.29","2409843112983.73","2460766209923.96","2514779898431.96","2509774285066.56","2309295715239.88","2418307527394.32",
"Marshall Islands","MHL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157774569.698991","157913135.599633","169189489.371904","179351417.287622","189893203.889628","205489614.710584","184318129.087675","172437604.01389","171024661.116368","168878057.362179","171164799.856284","182848654.879548","189689849.77633","186624697.191712","189102105.408759","192454899.271184","192844614.117839","199385932.503256","184140038.46589","190904083.417738","201254184.694006","200635852.242541","198042209.306695","205329537.071537","203029992.897876","207316176.475878","211495868.206249","218708764.966947","227881451.59168","252582009.071606","247930467.824865","250694384.427723",
"Middle income","MIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18094414288192.8","18259484336692.9","18374615745003.5","18787774372354.9","19171837707362.1","19833808700703.1","20834143944800.3","21805081339526.8","22231785192385.2","23087746972086.1","24416999253843.8","25310778840033.9","26476167433261.6","28065190530873.1","30172407324185.7","32267144586912.2","34787095708482.9","37686061018729.4","39702052317609.2","40708036452276.5","43755073341433.3","46330156681192.2","48780846012478.2","51276830595062.9","53720608175341.1","56021190021301.7","58611904355106.4","61592352105903.5","64551155454862.1","66995002338810.5","65758874961583.1","70176360512920.1",
"North Macedonia","MKD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22717375390.1109","21315538939.0484","19916131458.6567","18428541563.8435","18104537178.3669","17902720888.543","18114886729.982","18375737718.0384","18996605318.7506","19820873326.068","20722551767.0252","20086937925.1823","20386969581.3587","20840090705.1521","21814175213.1827","22844696186.779","24018233977.97","25573051197.9432","26972408914.9999","26875681849.3454","27778369043.9833","28428351224.8285","28298665855.7925","29126474747.6917","30183510491.1994","31347345950.3837","32240182685.8087","32588948192.8279","33527704362.1776","34838778264.3338","32709819993.0944","34006523667.6264",
"Mali","MLI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11955670444.6368","13359888303.2237","12929878589.6608","13340036083.646","13844280649.9888","13971789575.5745","14957609065.1426","15679915647.4829","16867146746.5274","17828733278.6168","17817887173.7521","20557608171.9297","21196190850.9999","23129080396.1117","23489893740.4851","25024906330.8644","26191614229.9494","27106648868.1619","28400488545.353","29765507550.239","31347227356.9123","32354455708.3495","32083734772.5945","32820078395.4881","35145277199.1621","37314373425.8626","39498122203.1308","41593677730.7733","43567915125.3895","45640075229.3188","45076214715.8519","46452217362.8495",
"Malta","MLT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5713014090.24422","6070448364.45143","6355208995.46388","6639969981.78091","7015201639.98065","7460140325.79643","7741934874.18704","8148926853.35997","8566608348.43127","8970950110.7527","10736593755.0259","10610460629.6359","10882623936.8154","11326044050.8624","11341855104.6085","11725584049.4568","12019953892.7965","12593948439.4656","13075741447.9974","12927579438.7365","13644228773.6987","13707828293.2615","14272407268.5986","15053544384.57","16202599391.6437","17759366402.6189","18359831140.3908","20365703138.67","21622060128.4698","22901511915.8763","20995125199.5949","23157153560.1526",
"Myanmar","MMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23322433798.283","23569436494.8567","24627311961.757","26540050821.2661","28339404586.6692","30380820955.699","32412356176.2318","34368378417.0588","36348631873.8562","39430281285.7639","44326809181.5622","49853356084.229","55687717090.5035","62919504957.2552","71536511955.6956","81241829047.8949","92052573062.9383","103559592341.859","115028058777.222","127002300715.735","139790525720.746","150302853253.21","160051126576.817","172693036061.316","186853284338.746","192976988566.372","213254587482.142","225516863812.204","239961167803.758","256159650802.764","264289580224.124","216947533595.136",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1559618105808.68","1562978163771.5","1635501432836.23","1659353263478.26","1683883879162.81","1732057182783.43","1841906625608.2","1907888136829.73","2025613201821.56","2119348448467.42","2247612858772.56","2309605695723.28","2389073405682.65","2459895249737.66","2637763281305.92","2754461856137.24","2899269285734.66","3084640570473.21","3195629035462.9","3274091619635.17","3441975779355.97","3427758381793.73","3563598648498.88","3587648402680.42","3704543524707.05","3778728222786.71","3998472601137.43","4136125207503.57","4206638287664.25","4250664431590.49","4162614510178.45","4356384344475.78",
"Montenegro","MNE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7668695011.8158","8044461515.7321","7288282284.13923","7514219039.26807","7596863328.96884","7741502800.4699","7933697934.1924","8284847428.52912","8631204133.67794","9370589160.76054","10008740350.2306","10731646903.316","10109737556.1323","10386171252.4725","10721483704.2753","10429452920.5911","10799592109.7214","10992224280.9435","11364902608.0944","11700085444.2129","12251915911.4189","12874054578.6593","13397120334.3881","11346437358.3004","12757294111.4594",
"Mongolia","MNG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10872166319.4653","9926989677.22503","9008101282.33004","8722653330.05507","8908828133.25325","9476893045.61112","9688710498.61791","10066251796.7106","10402458224.6525","10721852078.3501","10844731165.415","11164944685.9376","11693379113.6528","12512457589.8989","13841957004.3899","14846006255.9872","16116265411.0967","17767862926.8016","19349268103.5553","19103803493.3923","20319791473.7049","23833241422.8799","26769453830.1637","29887805071.4064","32244525892.7547","33011892665.7025","33503698720.8571","35392260803.7048","38133349151.7365","40269672499.9901","38434280706.9494","39063361320.2542",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6121236733.71761","6422735265.14514","6029361006.00852","6668384621.33662","7104056625.98657","7264591055.49117","8078408292.59654","8991354759.42547","9884308854.2469","11040627069.7139","11170939678.119","12521157126.4963","13684504331.7473","14625797460.571","15783635236.8726","16832601158.0554","18464416483.6883","19891669023.0327","21347292691.9843","22696056748.0606","24171834501.0452","25964752362.1171","27849388139.4062","29788710118.8997","31992631649.1491","34143585464.0944","35449309348.5047","36775580595.8018","38042063129.9955","38922587009.6066","38442318985.7428","39351090954.2042",
"Mauritania","MRT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9251678543.67517","9417106631.06627","9593595049.53946","10157088039.4842","9846206772.77797","10813084626.6954","11442279274.9235","10979473802.762","11284462151.3443","11698960568.9799","11240592266.286","11150724426.259","11304769895.8535","12087994826.3656","12660090359.4261","13744590065.6059","16264413081.0492","15944098029.4156","15891310437.9654","15906864196.6245","16323660548.0988","17004811526.6308","17764928843.5027","18502317852.4706","19293259241.7585","20330530308.4595","20586879840.5052","21877789547.8453","22921835653.4219","24135922163.6354","23909402636.0518","24494075582.2865",
"Mauritius","MUS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8717860084.41429","9104536083.91622","9697487077.48158","10190319473.2173","10611805648.4257","11066811920.0873","11685208094.832","12349801669.5366","13099674236.961","13441697865.2615","14544292353.3154","15031168460.9299","15273909602.9096","16178956790.4152","16879508834.528","17179549368.4849","18015428003.5537","19047174476.5774","20073238630.9538","20738681947.5437","21646456202.2511","22529098693.8603","23316742650.6997","24100279892.9948","25022590331.0577","25946063266.0037","26948221725.2548","28009438332.8875","29131703862.5566","29974036871.0168","25598607283.1933","26546680150.1137",
"Malawi","MWI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8959427065.78667","9741605818.91641","9027255994.02071","9902163226.00817","8888163715.84303","10375048411.0162","11134157659.9299","11556411581.4386","12006563123.0582","12371836162.572","12566825930.4121","11941630883.538","12144638610.3214","12837567900.2855","13533427972.4659","13975798627.6567","14632661162.1621","16037396634.4912","17262611522.8864","18700260846.9001","19985729051.0517","20955847353.5593","21351032619.7484","22461286315.037","23741579636.13","24406343865.956","25012607362.8892","26013119290.3345","27155534405.6584","28635017162.8855","28864096822.2423","29658268318.1235",
"Malaysia","MYS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185816868903.939","203553957575.679","221639966855.821","243571115981.192","266008988981.906","292155239141.435","321378653251.759","344912382391.547","319528848135.925","339140289096.374","369184280217.74","371095456118.767","391101168765.671","413740057126.769","441805856239.977","465363559317.973","491353402412.135","522302701377.118","547539166032.375","539252003523.199","579290641795.974","609957783428.983","643343543298.791","673540304107.464","713997997366.627","750351436891.768","783740435547.318","829297091479.301","869460670911.975","907831624100.437","857588080334.842","884106072916.638",
"North America","NAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000010731503.6","10987955613370.7","11374852580556.3","11687874166542.5","12158609353546.5","12485045845220.1","12956000290219","13532183257152.4","14132128139254.7","14813853797278.1","15431357198416.2","15589547081551.7","15870833093915.3","16301416961527.1","16918984631763.8","17504311169241.1","17989444890488.7","18352077323824.2","18387737896936.6","17904479912391.2","18394811528857.9","18703969294731.2","19121969890564.9","19481863444118.6","19936792013252","20441751169897.8","20771192412771.7","21250609648144.2","21873372741789.1","22367611842719.6","21702728328826.7","22968424133061.3",
"Namibia","NAM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8519975603.3343","9215683796.421","9878230870.36437","9722200345.53384","9890382695.13927","10276010122.9444","10603950931.1829","11051448296.6493","11415216179.6552","11799826595.5012","12211898176.8091","12355748071.9783","12947422988.1964","13496367089.5058","15152310341.8015","15535552069.1298","16634408903.6697","17528349382.5233","17992817694.4896","18046071201.4745","19135918462.5903","20110192777.4559","21128106799.4397","22314390757.8654","23673899285.5739","24683395668.867","24691737296.1569","24438091221.5369","24697121166.9574","24489874119.3408","22521815509.6454","23120006375.1676",
"New Caledonia","NCL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9022817446.52164","8983163147.28997","9162893996.09035","9192366946.24524","9362865018.75617","9592933469.10989","9602577293.50177","9749254329.24264","10721509924.6205","10697969507.4714","10568686927.234","11336833350.4894","11894432163.0773","12152613942.6961","12196825344.0757","13091080581.2625","13867519112.6088","14303336975.5956","15409187205.5732","15711608053.4228","17059375990.1928","17461594610.8465","19303608548.4906","20329620559.9087","21679941738.9319","22632265446.5212","23931559623.362","25128463060.5944","26940427030.8937","28541064717.3782","29554337447.5262","29964294285.4187",
"Nigeria","NGA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310358599717.409","311470777836.836","325895590531.836","319263228179.704","313468841684.775","313241060282.361","326384417250.402","335970652075.625","344642908316.617","346656060234.375","364044102047.63","385587083999.677","444694328612.319","477366887957.523","521525989891.598","555104526933.413","588740686241.184","627545352358.029","669995486886.938","723842522354.13","781790864062.299","823287730557.914","858113305207.652","915360921849.015","973117620702.128","998931446583.028","982780034192.258","990700126987.351","1009748886411.97","1032048476445.27","1013530914845.45","1050496277960.64",
"Nicaragua","NIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14415918882.2936","14388632214.8639","14444222197.2025","14387465658.1894","14867679839.7862","15746643387.2774","16745652705.4573","17409894302.0346","18056094121.9846","19326515572.1663","20119210047.8299","20714908356.1441","20871086099.542","21397190431.8473","22533845693.7946","23498834732.9822","24474788235.0989","25717300225.6604","26601042800.0842","25725126424.1754","26859513303.6736","28556356713.2933","30411165761.3617","31909676824.4025","33436815297.801","35039126467.4626","36638142395.6441","38334779852.6713","37045310671.0195","35645244947.1944","35007203815.6248","38628468249.5784",
"Netherlands","NLD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545153271086.373","558450292099.653","567977850008.497","575120467717.308","592150317150.525","610601934122.13","631965321180.333","659323437432.31","690073736371.623","724812380543.623","755222916811.528","772796614892.407","774475697879.233","775681137534.12","791077987029.629","807302016462.365","835242650078.475","866755039931.981","885566439963.833","853093746422.164","864548571731.448","877959356777.055","868913267500.893","867782157148.544","880134128412.903","897377449761.458","917045394441.436","943739691874.959","966020584715.913","984911971364.286","946637465636.71","992674520140.367",
"Norway","NOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178721264647.708","184234317736.185","190819580970.505","196249017004.404","206170243558.163","214737630162.905","225534524765.624","237453106439.697","243684888029.973","248589931681.385","256557187340.384","261880211218.141","265667664613.687","268085521077.57","278726946784.841","286044699619.137","292909281632.51","301679828266.846","303116865084.238","297881975262.752","299972611720.336","302916646358.072","311104814913.78","314321865537.51","320512573926.354","326817467916.111","330319509832.647","337993790660.966","341775361449.658","344324316009.162","341854881688.749","355122050984.29",
"Nepal","NPL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30495897614.6591","32437922242.0723","33769955223.4308","35070047853.6346","37951403933.8852","39267730120.7122","41360026371.1347","43448133847.5594","44758698786.4983","46733709167.2629","49631199128.7178","52013443157.5552","52075933761.7538","54130349012.8117","56665058494.1512","58636538467.9338","60609432112.0106","62677159420.579","66503373830.98","69518024119","72866300417.8824","75359660061.2183","78879048236.7731","81659655509.1701","86568611687.9666","90010625807.2267","90400474175.0547","98515977279.2828","106025235593.668","113083394294.836","110403746858.447","115092527901.448",
