"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ecuador","ECU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84852688573.0856","88494007973.6831","90365046231.1193","92148145660.2243","96072044504.2498","98236114165.1149","99937315630.4906","104262467500.072","107668231658.034","102565418785.567","103685229632.358","107848844714.928","112267171012.053","115324068368.38","124793351744.836","131396552682.369","137182634612.881","140187022069.715","149098894146.809","149943526846.065","155229484002.131","167443158551.426","176890238040.202","185640133594.918","192673794231.404","192864295837.36","190499039001.124","195010792573.628","197525050990.573","197548961601.146","182164624659.428","189879754187.301",
"Egypt, Arab Rep.","EGY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341672983673.802","345518187124.258","360972729108.088","371443792801.221","386201894261.097","404131157971.839","424292172591.888","447595803845.168","472551496524.812","501157112083.21","533080839338.435","551926590209.204","565118761799.138","583165573678.672","607029126570.398","634173917960.629","677575754793.361","725601154982.985","777527231173.721","813865742297.954","855757323488.8","870857777172.805","890244811237.087","909700809390.511","936226883353.395","977158901320.088","1019632514733.42","1062265603571.56","1118715683484.7","1180890364777.32","1223044247662.57","1263731775435.1",
"Euro area","EMU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10172825837465.5","10448774798421.6","10595770718605.5","10522776060552.9","10779946009922.3","11042815800566.2","11232654089657.4","11539944333758.8","11891277606183.7","12240546166608.1","12714708984669.6","12999860295466.5","13129039009840.6","13229502595394.7","13536122016140.4","13769340825755.8","14220068783961.7","14651695169106.4","14712934578372.2","14040462258419.1","14335060894371.1","14562480282493.8","14426076837342.5","14387324412289.5","14587716320495.1","14886811750845.8","15166257601682","15563274288429.7","15842781794524","16094862322554.9","15084758281357.4","15888856828377.6",
"Eritrea","ERI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1069955701810.91","1097196780235.34","1107392100764.54","1095969442838.45","1122088535378.9","1153030059932.63","1183707134993.2","1227533828067.7","1281460625685.06","1339005299104.7","1409248764893.15","1464674557780.61","1504674063146.15","1549542485479.26","1597930568027.68","1656288337700.18","1724240643156.33","1786395008797.59","1802241530224.46","1734421252278.67","1737246963018.78","1723099088219.16","1672113927936.38","1648648453106.56","1671659882108.06","1735826862236.57","1788557361802.7","1841780549395.31","1883855462820.11","1921230518894.26","1703642741447.95","1797676920567.36",
"Estonia","EST","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18289381481.6626","19193428258.6643","21698173476.3342","22639836344.121","22543611344.2087","24817728446.3435","26307704018.7761","28089095451.9376","30223941194.377","32280380501.7942","35355547376.459","38808222831.4188","41749552573.3083","39606965135.4168","33812840409.0844","34639315872.6079","37155198682.8146","38354642990.0875","38914018086.7518","40085861824.8865","40828660880.2311","42117035737.1515","44556473262.6919","46242579702.4185","47971916545.3017","47707590681.7716","51530620772.9931",
"Ethiopia","ETH","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36730641303.1292","34108999236.3378","31150903048.923","35245014518.8282","36369317998.9629","38597852110.458","43394088288.0723","44754018593.8074","43206362362.9037","45436737792.0504","48196209693.7879","52197124695.351","52987767961.0667","51842511686.7387","58878890054.1649","65837648261.6517","72970977757.3938","81330654830.8309","90105030164.1105","98036573378.2232","110340691113.094","122674900424.815","133283594734.983","147388024659.877","162506340914.728","179394752299.826","196317925147.112","215094143811.298","229755278555.775","248972206952.337","264058754731.249","278944546855.109",
"European Union","EUU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11993014852870.2","12161731877919.8","12282027106634.3","12219912044006.4","12546189514018.7","12896906548261.1","13157607491577.5","13495203458128.6","13896157318472","14292863476983.4","14850821524682.7","15187074771049.5","15378708328373","15546653841887.1","15977372554423.5","16309780618115.3","16906952115076","17470574678118.5","17623546753098.2","16869895502776.7","17215438731649.5","17538545411174.2","17415671784092","17397568846152.9","17689912441879.2","18112519690949.1","18480386946687.8","19034682857260.6","19466141863524.8","19846755932925.7","18716222570972.2","19738521300738.8",
"Fragile and conflict affected situations","FCS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2349392470807.96","2148165563399.78","2080983842936.65","1966425675495.73","1781142872315.35","1728907725096.89","1741674596616.23","1804468258571.25","1885165948563.31","1944099681674.4","2055547679331.68","2161304988294.32","2264527890070.74","2319411652212.04","2589097559364.47","2735864541261.89","2911326775947.02","3104571048204.04","3254467786551.37","3262000905718.36","3480432631691.51","3513425937518.04","3740020759256.96","3869165886741.77","3909500823617.53","3959031682953.3","4089064372872.7","4215122107143.67","4342303135914.66","4449946780267.07","4282701767039.71","4363668874836.72",
"Finland","FIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164249961948.473","154581670334.278","149488729772.794","148499117326","154384215194.363","160894392943.522","166794679668.802","177359113841.075","187037920817.751","195229388190.213","206500688395.91","211890395854.072","215507680547.431","219825989406.17","228601643583.116","234956427642.283","244419085501.301","257371675330.3","259389456552.985","238445191238.656","246041956444.155","252310280856.259","248784129304.398","246540851975.183","245641204296.279","246976655331.328","253920299689.414","262026475788.422","265012838732.94","268258580618.648","262343105036.452","270143167249.91",
"Fiji","FJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6157497938.04828","5991245264.09779","6356711339.63316","6492111352.10106","6823209005.64301","6993789131.06075","7329491039.43962","7168242282.84358","7261429464.88789","7900435164.79889","7766127892.13585","7921450461.37552","8174936805.93431","8256686120.42798","8694290460.42118","8755150528.63277","8917338280.14457","8841482557.72315","8932796878.56458","8808984945.48116","9069261594.33421","9314598092.13607","9446056354.61536","9893253395.55088","10447623322.424","10917891679.9152","11184905316.9836","11783674116.4674","12232909131.0038","12161720160.2468","10094199150.5576","9578223320.49203",
"France","FRA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964407999761.79","1984998449952.7","2016745377298.02","2004066777707.34","2051329529863.81","2094544791698.16","2124140577072.54","2173766799653.82","2251775886794.82","2328817556993.87","2420192654831.56","2468202534897.63","2496229751724.52","2516777735437.39","2587996327114.77","2631040399116.79","2695483092567.33","2760841448046.81","2767880101784.03","2688350220063.27","2740757930694.59","2800854547180.79","2809624996095.14","2825817614408.69","2852837603528.6","2884587185274.82","2916186811083.79","2983008898740.32","3038643985600.27","3094645337796.63","2853739994865.15","3048267725339.05",
"Faroe Islands","FRO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288444137.297002","309867867.62369","322287421.436263","348523728.865323","346660795.793437","370977195.447496","359171322.837687","337402173.670587","347019876.143043","351789450.540339","368794614.109359","376788615.165244","378849640.12044","384805592.395682","372952991.214653","380568195.879255","380259725.211435","373277452.058007","364287092.297508","368269111.738664","376589747.05982","388597592.663506","381343176.03716","367310632.673179","358841273.195118","375426500.60085","378806016.437674","388966298.167317","389789559.340668","394368804.075786","387406557.45288","375055311.186277",
"Gabon","GAB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17260994662.4262","18316073562.3695","17750080211.6484","18450596891.1479","19135622320.4339","20087399043.2221","20815577105.4381","22010051395.1041","22775524355.0805","20741072673.195","20350525244.2551","20785056460.8177","20733294776.1298","21199240332.0075","21345418222.1641","21916665016.0918","21301556639.4609","22581377173.34","21834287970.0189","21862744842.0343","23412788815.2024","25073166048.5972","26389777283.4625","27877817392.1412","29080735299.5598","30208747765.1789","30840546266.5375","30986311650.7557","31245951093.8624","32471045092.2846","31874304868.664","32340398528.9473",
"United Kingdom","GBR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1805465653769.56","1785549172864.81","1792710688919.39","1837346154767.13","1908010657377.39","1956315190108.19","1993637910224.04","2080691725901.26","2146385142319.08","2211078703200.43","2301570492638.03","2351225222979.24","2392859903323.75","2467590193800.07","2525454480127.85","2592842133025.45","2648858032421.86","2716760460737.8","2712567295422.46","2590217338168.93","2653161507626.06","2681486949448.49","2720327128352.77","2769833365433.25","2858459796366.94","2926865688766.75","2990238366433.56","3063306948134.75","3115536975578.92","3165519804705.84","2816335795677.48","3028262540123.99",
"Georgia","GEO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53472492794.3214","42189796425.5254","23246578059.7522","16435330229.6694","14726056876.5503","15108933872.9646","16801134770.0551","18568453062.2446","19144985466.0236","19694304310.1334","20056352793.9576","21020151455.65","22170760241.6965","24622563246.7567","26049316774.3073","28547335298.9225","31236428810.0816","35165644643.5772","36016150958.6461","34701376458.6494","36870034735.7159","39598417257.174","42120443741.462","43645753624.9421","45580100614.0709","46957625778.7306","48322420424.5406","50662483514.4009","53116027002.7883","55762453626.5218","51992666508.5875","57433978411.351",
"Ghana","GHA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35522479053.3971","37398714729.3857","38849567604.4126","40733771848.3732","42077986213.2489","43808409301.1618","45824674322.1543","47747641452.5175","49991967191.0622","52191612160.4505","54122701852.9985","56287609996.4384","58820552198.0516","61879220990.641","65344457360.4082","69199782839.8838","73628508465.3029","76829006537.5581","83858706162.0519","87921230323.8383","94866754253.9793","108192804460.669","118246933931.97","126893770557.322","130518161396.717","133286137492.55","137782499689.919","148982694254.14","158219737029.55","168516321194.958","169382396753.796","178455327397.315",
"Gibraltar","GIB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9576957950.8163","9827244372.94699","10148688357.4877","10660602867.3354","11083839366.4609","11594546462.7104","12111845858.9385","12739433682.8684","13203674091.8761","13706998680.9725","14050093159.1295","14564094246.3472","15316272836.3726","15507512012.0227","15870405985.3644","16346085309.3677","16540538686.2944","17668185133.0886","18398414079.6058","18191865746.8934","19067505766.8752","20137595503.0852","21328791923.242","22170359311.8085","22989898419.9196","23869471373.4834","26452297884.6048","29176885979.9954","31032095919.6905","32775142205.4061","34387766505.856","35728889399.5519",
"Gambia, The","GMB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2164645785.65701","2231902179.27492","2307311208.03703","2376809760.64542","2380478270.48418","2401470476.234","2454868268.26543","2575156791.56203","2665287245.84253","2835865604.25871","2991838218.62775","3165364842.58532","3062490480.46268","3272883564.88624","3503621856.23188","3421226152.31383","3402218470.62299","3505756467.50142","3725073280.35841","3973376395.49199","4208136815.92033","3865996599.26781","4068635488.07832","4185517978.572","4126611731.21192","4294072680.869","4377521956.89627","4588632823.22907","4920615375.75472","5226778680.23079","5257694411.68966","5481960954.70041",
"Guinea-Bissau","GNB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1945323523.22207","2044535023.34963","2067024908.01744","2110432431.07925","2177966269.30536","2273796785.32975","2537557212.34344","2702498431.14576","1943096919.8076","1963024105.60544","2069557175.82522","2114857853.88112","2094022749.61917","2105927482.04036","2164080605.4475","2256402425.0323","2308510834.8939","2383836515.13534","2460204322.38494","2543087989.91513","2660349037.09413","2875432396.89844","2826185354.72066","2918203244.22682","2946351087.35449","3127082706.78979","3322925818.84943","3519615667.21345","3564798265.34134","3725214186.97916","3635809046.52082","3773969878.51392",
"Equatorial Guinea","GNQ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435949278.524678","431492835.51515","581416402.117376","645565312.398115","753173532.636933","884875442.916414","1474025488.22469","3684665195.48321","4560675271.30158","5731127677.14419","6774982661.31209","11068958232.1211","13223291202.3447","15068634589.6961","20794523888.3096","24277336436.6714","26147885206.191","30143834810.9375","35509168865.9224","35986183518.7209","32774713205.9454","34912910465.4196","37815175969.5797","36252199683.1351","36402670347.6074","33086372099.6728","30169339488.3682","28459489607.0028","26684600996.3204","25221797766.6367","24152019925.4645","23923690855.0954",
"Greece","GRC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247403159125.764","255072655602.204","256858164725.455","252748433618.232","257803402949.471","263216551884.793","270750148628.017","282891124139.561","293909464758.277","302940117246.718","314814675253.477","327821596950.357","340681617449.252","360422520994.211","378663476683.12","380932209324.767","402464149600.492","415639807238.598","414246697563.199","396431050353.086","374713694216.342","336682821679.694","312823130975.425","304952509690.634","306403156419.925","305802337733.101","304312550410.314","307636097252.196","312768785993.502","318662418917.774","289969915647.696","314427212160.268",
"Grenada","GRD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","849021278.972045","860784857.764625","853458298.152556","836740624.027273","850911295.439683","869031240.021199","907600886.208997","953121559.73138","1065146730.77103","1138624412.71019","1194279829.01803","1170108799.07222","1210329224.14396","1324874460.34173","1316296556.46052","1491050566.28578","1431478201.87454","1519134067.38926","1533528510.20727","1432111955.27554","1424790100.2505","1435689414.30852","1419105137.98963","1452474242.61961","1559107729.28332","1659588602.55943","1721666387.20464","1798093162.28673","1876515592.83413","1889187625.63666","1629312308.61806","1705693555.43858",
"Greenland","GRL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50328329214.474","52169464688.8926","54693600165.1482","56841490009.1263","59134328778.8048","62060619128.4742","63896235639.0566","66684724834.9537","70014645109.9801","72708152048.7023","75332093803.0512","77089271289.1994","80048949726.1641","82098505158.4365","84674687973.9829","87448653551.4229","92128378862.436","97967216348.5439","101193790131.394","101676381400.524","104608906608.961","108964724071.413","112206107054.982","116351919840.696","121522573075.635","126495484346.146","129882783658.342","133882980507.73","138444204157.747","143985177388.634","141445159458.869","152733571612.81",
"Guam","GUM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3599894765.41201","3817971573.1125","4114165446.71759","4450502812.14496","4830238545.12184","5073269416.1494","5476874254.46609","5815381538.02574","5717735205.39978","5886988847.17961","5806701863.53504","5939066890.2006","6006334363.08992","5968360792.34229","6061667286.74211","5943406728.42674","6248280275.54174","6697608871.12916","6815166875.70006","7061297204.80957","7353524865.93003","7735632516.52885","8143790063.68535","8441323821.95855","8583646882.55661","8642661275.4736","8971766802.20281","9306806134.43556","9720122659.60009","10240404610.916","14692887062.1954","17640281815.3745",
"High income","HIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32669737633509.1","33207003681784.7","33932317631046.4","34370910705240.6","35496046091993.4","36544292744445.8","37665904461511.4","38948585792562.4","40021129065820.3","41357671731089.8","43090885397647.8","43742182149837.9","44429992808616.7","45456058003707.5","47072777326466.2","48462464960349.8","50036219711276.5","51470903982774.5","51850397093971.3","50156718963168.3","51709419336162.4","52810670803482.4","53541281471338.1","54327510159532","55486604024089.5","56822615213139.7","57888697936262.3","59284114382300.7","60703686541532.3","61772180493573","59084368767510.6","62183105134873.6",
"Hong Kong SAR, China","HKG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164276422714.136","173643520718.644","184470077158.446","195909324874.991","207734532156.331","212665751567.572","221722206813.048","233029415731.111","219320975787.87","224818790090.587","242047743796.907","243405165148.876","247437583176.84","255000046762.804","277185221309.664","297664204565.842","318597745058.452","339194547550.198","346412460188.644","337894004449.883","360761561757.656","378131148503.779","384560578565.727","396487822930.39","407440480329.216","417169474022.818","426244680340.268","442425449123.253","455021012944.849","447384638883.522","418103277407.113","444624012312.18",
"Honduras","HND","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19771799006.9979","19115512017.1726","20276528553.1976","21593634710.4162","21639392377.8517","22978720276.5293","23408600728.1","24484947633.3436","25364014311.5304","25177423664.9346","27013182175.2807","27748803335.1589","28790587164.8006","30099706118.4787","31975610994.0599","33910327064.1473","36137300831.6536","38373595236.3599","39997412334.6285","39024824105.0691","40480895061.5572","42033616973.3577","43769053767.6593","44990893058.8619","46366750814.2298","48147271125.4224","50021631004.0765","52444135530.2339","54460609798.3686","55905485859.0894","50893693122.0963","57272757483.9932",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","656683176900.402","662393841626.26","659380872623.527","665939399559.957","666453605403.313","700235876278.797","736604149502.716","780140487863.083","806727001360.433","832164097237.484","857467764321.245","892422018092.377","922478139226.065","960956719604.043","1015215502077.02","1072987257194.7","1137128779356.9","1201074511073.23","1268910860304.33","1314112015005.76","1394582808490.18","1452950094891.12","1498651148695.46","1583381366339.27","1674771427071.34","1751144071053.24","1831349684622.79","1921619802352.85","2002228233236.2","2087964556859.79","2092356376289.82","2169359406241.66",
"Croatia","HRV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69640236986.9265","73994971872.093","78562821270.7535","80389523580.0602","79789694307.1593","82074924569.0983","84598504947.6365","89474369515.17","94452487164.8822","98376179659.0179","102569821358.005","107582345006.994","112962659035.703","115224017864.347","106935441789.648","105626787794.062","105535300441.473","103074574319.293","102664515146.938","102223714183.16","104802095031.726","108532378338.776","112236010826.522","115379378068.708","119326512973.398","109087888845.208","123348081219.699",
"Haiti","HTI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24924143315.9885","25392852978.1103","24044509517.8606","22739783261.5599","20022236061.7218","22003978419.6993","22915113289.326","23534901550.716","24048395524.2744","24700166685.5246","24915072772.8653","24829676888.3256","25090840429.1686","25964197317.3863","25622026387.9503","26409179461.1985","26876291982.1346","28141232711.0579","28889235768.4646","30590921230.5364","28862071788.688","30333521841.7269","30485924857.9255","31804375293.4092","32352226522.1326","33181255185.0492","33782654843.3156","34630691147.5786","35208265608.277","34615148897.6183","33457835489.8554","32856183345.9755",
"Hungary","HUN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170431861177.929","165209521583.466","164257735457.463","169098664792.07","171617432484.101","171758868069.48","177157459171.27","184066608053.155","189719343038.706","198217241857.634","206292786786.98","216073718933.276","224877101877.768","236131347849.124","246271483450.217","255989520894.252","256699566125.22","259276683524.831","242169952217.327","244776316118.457","249345892118.765","246228504887.041","250666828106.155","261275574186.011","270961885297.98","276925761522.531","288755963637.472","304240017826.254","319019366169.215","304512713942.298","326185843967.22",
"IBRD only","IBD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17744954906888.7","17822748769794.7","17906241014839.1","18344103815043","18762845096752.7","19440842342907.1","20435206024381","21406550171406.7","21812087170537.6","22640164154909.9","23950028872998.5","24797865134959.6","25908575587402.3","27449255680411.7","29508206678865.4","31539355410996.7","34026838953493.6","36899711854882.8","38892734059046.7","39740159969973","42670428228020.4","45192300095215","47538868060433.7","49871826406087.9","52178645102986.1","54383587585310.3","56878032403017.2","59793387303424.3","62659192853183.5","64991256861298.2","63633117529880.4","68045817019435.9",
"IDA & IBRD total","IBT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19604259825580.5","19715147275767.9","19835119758472.2","20289989987388.1","20723256488426.9","21473769004569.2","22565606384119.4","23616343855611.9","24093427261412.3","24996117446782.8","26401291984134.6","27360206599170.9","28598104016260.5","30276869478629.8","32527968762859.3","34747311761636.4","37436498414912.1","40521001695741.6","42694671011532.4","43722581338593.1","46885637065893.9","49609229611738.8","52146248344532.4","54740802681569.7","57331207085728.8","59771416601473.2","62489183362335.8","65651252173168.3","68802287054841.4","71402006337822","70047879791907.7","74724867825060.2",
"IDA total","IDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1867623193330.21","1901486461870.79","1938821055246.21","1955185023641.79","1969306602084.66","2042178375993.16","2139951237889.54","2219213542388.29","2291742449994.55","2366425624438.31","2460999375327.1","2573150163959.43","2701191364089.58","2839529090241.11","3032168327072.27","3220819432057.57","3422501004692.47","3633675927575.84","3814690234330.31","3997123064394.59","4229953377684.99","4431734490468.61","4622288579715","4885223364063.16","5170388781680.86","5406657888981.2","5630505712722.77","5877631470650.73","6163871619804.18","6432853830555.13","6438179424408.93","6701769587524.28",
"IDA blend","IDB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","925444143905.572","946559294078.385","979488838745.006","978660221350.976","990889944178.162","1016331114167.42","1062777290916.45","1082556475293.92","1112324896554.05","1139672050968.3","1183012108846.23","1233275616892.32","1309530401535","1378994532619.67","1482944366881.75","1573091003060.69","1665301402325.21","1759688745214.26","1824999541186.9","1921707085278.63","2024457776722.17","2113281885595.36","2205833875181.06","2324252155042.85","2454889646689.65","2553720032936.85","2614695321536.59","2690077487785.95","2802984710720.5","2881742514208.94","2845467586758.61","2998745506227.76",
"Indonesia","IDN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","823312134708.355","879098261926.202","936217728784.172","997038253342.028","1072214649455.24","1160350772973.99","1251069167151.14","1309867902385.79","1137925138526.78","1146927561091.29","1203357174106.19","1247201088984.9","1303318595058.28","1365622034733.52","1434324757866.34","1515974717436.42","1599367755718.47","1700847995305.04","1803131952430.77","1886596607760.4","2004015629604","2127659069439.35","2255957989050.89","2381327523213.48","2500552696432.02","2622487705196.92","2754479325709.95","2894125530220.37","3043876022674.53","3196656916889.19","3130645793610.88","3246205446906.56",
"IDA only","IDX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942443752060.354","954687281945.038","957402159941.745","975647192489.939","977040347120.571","1025490895026.04","1077004614531.07","1138288186541.6","1181619678592.96","1229848588449.78","1281409540253.96","1343779195512.96","1394432750440.26","1463288213753.87","1551470514428.18","1650256065265.58","1760305593465.33","1877843159491.87","1995230525724.34","2080657025285.64","2211591221139.15","2325302241471.29","2423498069922.61","2568837227568.58","2724092604018.18","2862635176315.39","3028293344798.31","3202682556051.58","3377716422167.31","3570995770570.1","3614672268111.35","3723924303147.11",
"Isle of Man","IMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1583371286866.39","1600104852332.95","1687828937099.81","1768013912871.95","1885744616830.11","2028580188961.25","2181728301662.03","2270084389293.29","2410475847412.67","2623700648733.07","2724476758632.15","2855904598336.53","2964542504459.29","3197566854314.1","3450908049335.38","3724338354436.15","4024547309302.14","4332860435873.19","4466602754869.56","4817762098070.68","5227155513074.9","5501127199128.55","5801290084908.58","6171766642358.5","6629108597812.19","7159188945023.89","7750273455775.5","8276934253114.81","8811115285732.38","9140467595777.36","8537554993043.16","9278719670009.74",
"Not classified","INX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93845088541.9918","95655960251.5849","98854001182.4399","101515753406.871","107358824609.081","117702226904.381","126388209083.495","140318420462.436","152618904823.604","168689501909.838","184552260790.561","194344273236.366","205809352750.476","212012113393.458","226403792900.822","239398877435.356","251339742659.023","264686179944.378","252817465052.575","239934436265.981","243972464539.061","246006780502.561","245993146780.537","248762266163.711","270278586743.561","336146682031.353","342891983259.104","373770580497.352","405644021458.455","427714858466.093","454167046585.598","515880387158.549",
"Iran, Islamic Rep.","IRN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","526817288332.107","593808156736.696","613391842382.865","604368777950.639","594104866886.577","608369589427.315","647004258493.973","655741399305.369","669380897659.037","682786563677.761","722699039858.494","739987249080.441","799769555625.583","868864034026.041","906543764989.163","935460735057.847","982231856565.379","1062340462263.36","1065005412933.37","1075734122589.15","1138104523307.17","1168215558606.58","1124440519320","1107326768444.01","1162524517108.68","1145959880347.85","1246977236689.01","1281375169176.87","1252494720571.44","1219200822468.61","1259803726754.55","1319263662511.42",
