Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cote d'Ivoire,CIV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50937874482,50958720894,50834095935,50736247874,51147823709,54792487058,59027577786,64723054351,67482784510,68270214118,68088759081,66622118706,64802984118,61740481545,63706939484,64341502369,66153087938,66881717739,70080446901,72605670758,77577742959,73411471202,79005727589,87506912264,95708060030,1.02593E+11,1.09959E+11,1.18051E+11,1.26185E+11,1.34049E+11,1.36702E+11,1.46323E+11
Cameroon,CMR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39814637091,38298257073,37111009874,34167339864,34808595651,35815956888,37325625312,39015473485,40859163281,42702444439,44338980519,46256313846,48327221427,50962579086,54554861377,55770491099,57895114399,60400577009,62120590885,63722837328,65570178137,67785932998,70921695834,74464609829,78723850093,83185093671,86958198354,90037541682,93598989465,96851610488,97103359704,1.00648E+11
"Congo, Dem. Rep.",COD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62984305228,57680364448,51623921241,44670669199,42928514529,43229013628,42786706187,40383356963,39727469037,38031050161,35402751926,34659232880,35680905680,37671123198,40209544344,42676460668,44947266420,47760730567,50734263154,52182758842,55891897117,59734281098,63967589236,69393292416,75965037128,81218906049,83167671599,86267287184,91289010441,95291603469,96945315647,1.02956E+11
"Congo, Rep.",COG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11944634583,12230752472,12550213373,12427261040,11744622178,12212683469,12736666401,12657086161,13130151436,12791104750,13760156338,14283400304,14937847146,15059331291,15582888764,16791460059,18132466084,16933185719,18001056072,20095890965,22091667237,22578991603,24824958475,24648096919,26303630550,25369698641,22634023588,21642080500,20602102447,20584202113,19299887950,18875289912
Colombia,COL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74991E+11,2.80496E+11,2.91842E+11,3.07558E+11,3.25442E+11,3.42373E+11,3.49411E+11,3.61397E+11,3.63456E+11,3.48177E+11,3.5836E+11,3.64373E+11,3.73497E+11,3.88132E+11,4.08831E+11,4.28572E+11,4.57359E+11,4.88177E+11,5.04206E+11,5.09952E+11,5.32873E+11,5.69896E+11,5.92194E+11,6.22597E+11,6.50608E+11,6.69839E+11,6.83821E+11,6.93117E+11,7.10891E+11,7.33546E+11,6.81844E+11,7.54645E+11
Comoros,COM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260036783,1192049771,1293743319,1332634037,1262313831,1307885966,1290992147,1343021115,1360245573,1386422257,1536819661,1572672236,1609235998,1643092258,1674634039,1722152582,1767737194,1781879840,1852524448,1912559962,1984812016,2067052835,2132545541,2227790299,2274722212,2300821255,2377218795,2467927827,2557820893,2602858498,2597768430,2652638380
Cabo Verde,CPV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590950870,599248688,664792395.7,722684587.5,861314583.4,983721479,1095339680,1217124212,1369475127,1523166507,1740748844,1779596344,1873041013,1951264062,2150235876,2298870027,2482406073,2859004153,3049142810,3010405708,3054562041,3175794137,3210153634,3235924671,3255703052,3288483544,3443232724,3570702549,3732496854,3944045537,3360981311,3594651813
Costa Rica,CRI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30984203096,31686198239,34601678208,37057425483,38732061056,40340972685,40885761199,43124733260,46210440998,48158123826,50021225874,51767551841,53536385098,55847647136,58318681907,60637821316,65080569801,70427024506,73763980088,73119684220,77039150446,80431306917,84358439804,86462985573,89525599525,92795146907,96696554845,1.00717E+11,1.03352E+11,1.0585E+11,1.01562E+11,1.0926E+11
Caribbean small states,CSS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62256511560,63644838301,65493590727,67717058684,69604945178,71580161990,73878476041,76573602704,77497161451,80986495740,83788538545,85644064733,88765331363,94083289120,97944789902,1.01313E+11,1.08221E+11,1.11989E+11,1.13507E+11,1.0981E+11,1.11407E+11,1.12888E+11,1.1648E+11,1.18529E+11,1.21018E+11,1.21114E+11,1.18723E+11,1.18139E+11,1.1989E+11,1.21449E+11,1.12038E+11,1.17981E+11
Cuba,CUB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3830256663,3803607510,3818710313,3829715327,3837698793,3863657960,3926864881,4023856999,4111900724,4090053857,4093420241,4118496846,4115783186,4082375927,4033331825,4045066752,4009753013,3940295042,3854913518,3724933576,3038112747,3166697971
Cayman Islands,CYM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084368236,4213541496,4198482248,3896171271,3790365470,3834677200,3881834283,3931495793,4035858449,4150199252,4284664643,4421090333,4609750082,4788289199,4516124009,4599187107
Cyprus,CYP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14634952590,14743178240,16129036850,16241940186,17200214446,18638577100,18871294939,19369665956,20553316558,21580563185,22867910746,23771778763,24656791745,25303609942,26575456403,27865164322,29178680426,30666229528,31784569263,31144026803,31855214669,31987959414,30885212443,28850654553,28338249066,29307112035,31233638549,33024411763,34889583711,36818778313,35208886736,37546379013
Czechia,CZE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43714E+11,2.15407E+11,2.14316E+11,2.14448E+11,2.20687E+11,2.35034E+11,2.45059E+11,2.43789E+11,2.42919E+11,2.46282E+11,2.56136E+11,2.6393E+11,2.68073E+11,2.7768E+11,2.91048E+11,3.10262E+11,3.31257E+11,3.4971E+11,3.59104E+11,3.4238E+11,3.50716E+11,3.5689E+11,3.54088E+11,3.53926E+11,3.61932E+11,3.81434E+11,3.91112E+11,4.11328E+11,4.24573E+11,4.37437E+11,4.13365E+11,4.28016E+11
Germany,DEU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91515E+12,3.06406E+12,3.12299E+12,3.09248E+12,3.16645E+12,3.21535E+12,3.24126E+12,3.29934E+12,3.36579E+12,3.42931E+12,3.52919E+12,3.58853E+12,3.58143E+12,3.55635E+12,3.59814E+12,3.62447E+12,3.7628E+12,3.8748E+12,3.91199E+12,3.68925E+12,3.84345E+12,3.99432E+12,4.01103E+12,4.02858E+12,4.1176E+12,4.17903E+12,4.27222E+12,4.38673E+12,4.42977E+12,4.47658E+12,4.31109E+12,4.42434E+12
Djibouti,DJI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560763457,3812208308,4099119258,4391117244,4630788442,4851881588,5120924758,5182479402,5431885051
Dominica,DMA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545830301.8,553186811.6,564413300,576612608.6,576811433.2,594293795.2,612741876.7,626134132.9,649765855.4,652066539.9,667326327,666900274.3,648040342,689211233.5,710236933.7,714895109.8,748205329.2,795738607.5,852403615.2,842433982.3,848100483,846204548.6,837243240.3,828871305,868274077.9,844557144.8,867897731.3,810451627.1,839203082.7,885380093.3,738363512.1,787700413.5
Denmark,DNK,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0064E+11,2.03437E+11,2.07418E+11,2.0744E+11,2.18502E+11,2.25117E+11,2.31646E+11,2.39199E+11,2.44505E+11,2.51713E+11,2.61145E+11,2.63294E+11,2.64522E+11,2.65554E+11,2.72639E+11,2.7901E+11,2.89928E+11,2.92564E+11,2.91066E+11,2.76785E+11,2.81963E+11,2.85732E+11,2.8638E+11,2.89053E+11,2.93733E+11,3.00614E+11,3.10372E+11,3.1913E+11,3.25479E+11,3.3034E+11,3.23751E+11,3.39472E+11
Dominican Republic,DOM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44250527081,44668313515,49680514931,53339242932,54726252212,57837675377,61295110461,66741345950,71222678748,75453340862,78970796245,80913095905,84550223232,83412425648,85556236993,93622681740,1.02212E+11,1.09792E+11,1.13316E+11,1.14388E+11,1.23927E+11,1.27811E+11,1.31284E+11,1.37684E+11,1.47391E+11,1.57601E+11,1.68096E+11,1.75941E+11,1.88226E+11,1.97735E+11,1.84447E+11,2.07082E+11
Algeria,DZA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25296E+11,2.22592E+11,2.26599E+11,2.2184E+11,2.19844E+11,2.28198E+11,2.37554E+11,2.40167E+11,2.52416E+11,2.60493E+11,2.70392E+11,2.78503E+11,2.941E+11,3.15275E+11,3.28832E+11,3.48233E+11,3.54153E+11,3.66194E+11,3.74982E+11,3.80982E+11,3.94698E+11,4.06144E+11,4.19953E+11,4.31711E+11,4.48116E+11,4.64697E+11,4.79567E+11,4.85801E+11,4.91631E+11,4.96547E+11,4.71223E+11,4.87716E+11
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50992E+12,3.77688E+12,4.1574E+12,4.58515E+12,5.04901E+12,5.52854E+12,6.01079E+12,6.40633E+12,6.44932E+12,6.82067E+12,7.31533E+12,7.78356E+12,8.37255E+12,9.07735E+12,9.86087E+12,1.07769E+13,1.18821E+13,1.32587E+13,1.43325E+13,1.53749E+13,1.68374E+13,1.82138E+13,1.95637E+13,2.09395E+13,2.23467E+13,2.37951E+13,2.53261E+13,2.69876E+13,2.87161E+13,3.03511E+13,3.05982E+13,3.26586E+13
Early-demographic dividend,EAR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18638E+12,9.59075E+12,9.98375E+12,1.03168E+13,1.06736E+13,1.10161E+13,1.16771E+13,1.22051E+13,1.24549E+13,1.27872E+13,1.33589E+13,1.35728E+13,1.38982E+13,1.46989E+13,1.56352E+13,1.65895E+13,1.76093E+13,1.86632E+13,1.93268E+13,1.96603E+13,2.09527E+13,2.20025E+13,2.30065E+13,2.40325E+13,2.51553E+13,2.64241E+13,2.7778E+13,2.91357E+13,3.03715E+13,3.11805E+13,2.99153E+13,3.19302E+13
East Asia & Pacific,EAS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38243E+12,9.89343E+12,1.04034E+13,1.09358E+13,1.1596E+13,1.23337E+13,1.30963E+13,1.36737E+13,1.36441E+13,1.4196E+13,1.50107E+13,1.55603E+13,1.63245E+13,1.72187E+13,1.83111E+13,1.94847E+13,2.08551E+13,2.25387E+13,2.36502E+13,2.44182E+13,2.63803E+13,2.79401E+13,2.94979E+13,3.11292E+13,3.27212E+13,3.43541E+13,3.60702E+13,3.80016E+13,3.99333E+13,4.16696E+13,4.16035E+13,4.40323E+13
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58688E+12,5.29043E+12,4.70701E+12,4.3818E+12,3.8499E+12,3.74446E+12,3.711E+12,3.80132E+12,3.7357E+12,3.82637E+12,4.14594E+12,4.2772E+12,4.50929E+12,4.82925E+12,5.23478E+12,5.60462E+12,6.06243E+12,6.54125E+12,6.81982E+12,6.39175E+12,6.73994E+12,7.14708E+12,7.41436E+12,7.68743E+12,7.79761E+12,7.82102E+12,7.93837E+12,8.23342E+12,8.492E+12,8.68585E+12,8.56199E+12,9.14307E+12
Europe & Central Asia,ECS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98635E+13,1.97246E+13,1.92855E+13,1.89523E+13,1.88369E+13,1.91403E+13,1.94135E+13,1.99646E+13,2.0382E+13,2.09546E+13,2.19436E+13,2.24713E+13,2.29353E+13,2.34958E+13,2.44082E+13,2.51916E+13,2.63229E+13,2.74553E+13,2.78905E+13,2.65703E+13,2.73433E+13,2.81128E+13,2.83092E+13,2.86277E+13,2.91365E+13,2.96617E+13,3.02226E+13,3.11569E+13,3.19166E+13,3.25445E+13,3.09247E+13,3.27675E+13
Ecuador,ECU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84852688573,88494007974,90365046231,92148145660,96072044504,98236114165,99937315630,1.04262E+11,1.07668E+11,1.02565E+11,1.03685E+11,1.07849E+11,1.12267E+11,1.15324E+11,1.24793E+11,1.31397E+11,1.37183E+11,1.40187E+11,1.49099E+11,1.49944E+11,1.55229E+11,1.67443E+11,1.7689E+11,1.8564E+11,1.92674E+11,1.92864E+11,1.90499E+11,1.95011E+11,1.97525E+11,1.97549E+11,1.82165E+11,1.8988E+11
"Egypt, Arab Rep.",EGY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41673E+11,3.45518E+11,3.60973E+11,3.71444E+11,3.86202E+11,4.04131E+11,4.24292E+11,4.47596E+11,4.72551E+11,5.01157E+11,5.33081E+11,5.51927E+11,5.65119E+11,5.83166E+11,6.07029E+11,6.34174E+11,6.77576E+11,7.25601E+11,7.77527E+11,8.13866E+11,8.55757E+11,8.70858E+11,8.90245E+11,9.09701E+11,9.36227E+11,9.77159E+11,1.01963E+12,1.06227E+12,1.11872E+12,1.18089E+12,1.22304E+12,1.26373E+12
Euro area,EMU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01728E+13,1.04488E+13,1.05958E+13,1.05228E+13,1.07799E+13,1.10428E+13,1.12327E+13,1.15399E+13,1.18913E+13,1.22405E+13,1.27147E+13,1.29999E+13,1.3129E+13,1.32295E+13,1.35361E+13,1.37693E+13,1.42201E+13,1.46517E+13,1.47129E+13,1.40405E+13,1.43351E+13,1.45625E+13,1.44261E+13,1.43873E+13,1.45877E+13,1.48868E+13,1.51663E+13,1.55633E+13,1.58428E+13,1.60949E+13,1.50848E+13,1.58889E+13
Eritrea,ERI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06996E+12,1.0972E+12,1.10739E+12,1.09597E+12,1.12209E+12,1.15303E+12,1.18371E+12,1.22753E+12,1.28146E+12,1.33901E+12,1.40925E+12,1.46467E+12,1.50467E+12,1.54954E+12,1.59793E+12,1.65629E+12,1.72424E+12,1.7864E+12,1.80224E+12,1.73442E+12,1.73725E+12,1.7231E+12,1.67211E+12,1.64865E+12,1.67166E+12,1.73583E+12,1.78856E+12,1.84178E+12,1.88386E+12,1.92123E+12,1.70364E+12,1.79768E+12
Estonia,EST,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18289381482,19193428259,21698173476,22639836344,22543611344,24817728446,26307704019,28089095452,30223941194,32280380502,35355547376,38808222831,41749552573,39606965135,33812840409,34639315873,37155198683,38354642990,38914018087,40085861825,40828660880,42117035737,44556473263,46242579702,47971916545,47707590682,51530620773
Ethiopia,ETH,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36730641303,34108999236,31150903049,35245014519,36369317999,38597852110,43394088288,44754018594,43206362363,45436737792,48196209694,52197124695,52987767961,51842511687,58878890054,65837648262,72970977757,81330654831,90105030164,98036573378,1.10341E+11,1.22675E+11,1.33284E+11,1.47388E+11,1.62506E+11,1.79395E+11,1.96318E+11,2.15094E+11,2.29755E+11,2.48972E+11,2.64059E+11,2.78945E+11
European Union,EUU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1993E+13,1.21617E+13,1.2282E+13,1.22199E+13,1.25462E+13,1.28969E+13,1.31576E+13,1.34952E+13,1.38962E+13,1.42929E+13,1.48508E+13,1.51871E+13,1.53787E+13,1.55467E+13,1.59774E+13,1.63098E+13,1.6907E+13,1.74706E+13,1.76235E+13,1.68699E+13,1.72154E+13,1.75385E+13,1.74157E+13,1.73976E+13,1.76899E+13,1.81125E+13,1.84804E+13,1.90347E+13,1.94661E+13,1.98468E+13,1.87162E+13,1.97385E+13
Fragile and conflict affected situations,FCS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34939E+12,2.14817E+12,2.08098E+12,1.96643E+12,1.78114E+12,1.72891E+12,1.74167E+12,1.80447E+12,1.88517E+12,1.9441E+12,2.05555E+12,2.1613E+12,2.26453E+12,2.31941E+12,2.5891E+12,2.73586E+12,2.91133E+12,3.10457E+12,3.25447E+12,3.262E+12,3.48043E+12,3.51343E+12,3.74002E+12,3.86917E+12,3.9095E+12,3.95903E+12,4.08906E+12,4.21512E+12,4.3423E+12,4.44995E+12,4.2827E+12,4.36367E+12
Finland,FIN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6425E+11,1.54582E+11,1.49489E+11,1.48499E+11,1.54384E+11,1.60894E+11,1.66795E+11,1.77359E+11,1.87038E+11,1.95229E+11,2.06501E+11,2.1189E+11,2.15508E+11,2.19826E+11,2.28602E+11,2.34956E+11,2.44419E+11,2.57372E+11,2.59389E+11,2.38445E+11,2.46042E+11,2.5231E+11,2.48784E+11,2.46541E+11,2.45641E+11,2.46977E+11,2.5392E+11,2.62026E+11,2.65013E+11,2.68259E+11,2.62343E+11,2.70143E+11
Fiji,FJI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157497938,5991245264,6356711340,6492111352,6823209006,6993789131,7329491039,7168242283,7261429465,7900435165,7766127892,7921450461,8174936806,8256686120,8694290460,8755150529,8917338280,8841482558,8932796879,8808984945,9069261594,9314598092,9446056355,9893253396,10447623322,10917891680,11184905317,11783674116,12232909131,12161720160,10094199151,9578223320
France,FRA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96441E+12,1.985E+12,2.01675E+12,2.00407E+12,2.05133E+12,2.09454E+12,2.12414E+12,2.17377E+12,2.25178E+12,2.32882E+12,2.42019E+12,2.4682E+12,2.49623E+12,2.51678E+12,2.588E+12,2.63104E+12,2.69548E+12,2.76084E+12,2.76788E+12,2.68835E+12,2.74076E+12,2.80085E+12,2.80962E+12,2.82582E+12,2.85284E+12,2.88459E+12,2.91619E+12,2.98301E+12,3.03864E+12,3.09465E+12,2.85374E+12,3.04827E+12
Faroe Islands,FRO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288444137.3,309867867.6,322287421.4,348523728.9,346660795.8,370977195.4,359171322.8,337402173.7,347019876.1,351789450.5,368794614.1,376788615.2,378849640.1,384805592.4,372952991.2,380568195.9,380259725.2,373277452.1,364287092.3,368269111.7,376589747.1,388597592.7,381343176,367310632.7,358841273.2,375426500.6,378806016.4,388966298.2,389789559.3,394368804.1,387406557.5,375055311.2
Gabon,GAB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17260994662,18316073562,17750080212,18450596891,19135622320,20087399043,20815577105,22010051395,22775524355,20741072673,20350525244,20785056461,20733294776,21199240332,21345418222,21916665016,21301556639,22581377173,21834287970,21862744842,23412788815,25073166049,26389777283,27877817392,29080735300,30208747765,30840546267,30986311651,31245951094,32471045092,31874304869,32340398529
United Kingdom,GBR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80547E+12,1.78555E+12,1.79271E+12,1.83735E+12,1.90801E+12,1.95632E+12,1.99364E+12,2.08069E+12,2.14639E+12,2.21108E+12,2.30157E+12,2.35123E+12,2.39286E+12,2.46759E+12,2.52545E+12,2.59284E+12,2.64886E+12,2.71676E+12,2.71257E+12,2.59022E+12,2.65316E+12,2.68149E+12,2.72033E+12,2.76983E+12,2.85846E+12,2.92687E+12,2.99024E+12,3.06331E+12,3.11554E+12,3.16552E+12,2.81634E+12,3.02826E+12
Georgia,GEO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53472492794,42189796426,23246578060,16435330230,14726056877,15108933873,16801134770,18568453062,19144985466,19694304310,20056352794,21020151456,22170760242,24622563247,26049316774,28547335299,31236428810,35165644644,36016150959,34701376459,36870034736,39598417257,42120443741,43645753625,45580100614,46957625779,48322420425,50662483514,53116027003,55762453627,51992666509,57433978411
Ghana,GHA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35522479053,37398714729,38849567604,40733771848,42077986213,43808409301,45824674322,47747641453,49991967191,52191612160,54122701853,56287609996,58820552198,61879220991,65344457360,69199782840,73628508465,76829006538,83858706162,87921230324,94866754254,1.08193E+11,1.18247E+11,1.26894E+11,1.30518E+11,1.33286E+11,1.37782E+11,1.48983E+11,1.5822E+11,1.68516E+11,1.69382E+11,1.78455E+11
Gibraltar,GIB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9576957951,9827244373,10148688357,10660602867,11083839366,11594546463,12111845859,12739433683,13203674092,13706998681,14050093159,14564094246,15316272836,15507512012,15870405985,16346085309,16540538686,17668185133,18398414080,18191865747,19067505767,20137595503,21328791923,22170359312,22989898420,23869471373,26452297885,29176885980,31032095920,32775142205,34387766506,35728889400
"Gambia, The",GMB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164645786,2231902179,2307311208,2376809761,2380478270,2401470476,2454868268,2575156792,2665287246,2835865604,2991838219,3165364843,3062490480,3272883565,3503621856,3421226152,3402218471,3505756468,3725073280,3973376395,4208136816,3865996599,4068635488,4185517979,4126611731,4294072681,4377521957,4588632823,4920615376,5226778680,5257694412,5481960955
Guinea-Bissau,GNB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945323523,2044535023,2067024908,2110432431,2177966269,2273796785,2537557212,2702498431,1943096920,1963024106,2069557176,2114857854,2094022750,2105927482,2164080605,2256402425,2308510835,2383836515,2460204322,2543087990,2660349037,2875432397,2826185355,2918203244,2946351087,3127082707,3322925819,3519615667,3564798265,3725214187,3635809047,3773969879
Equatorial Guinea,GNQ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435949278.5,431492835.5,581416402.1,645565312.4,753173532.6,884875442.9,1474025488,3684665195,4560675271,5731127677,6774982661,11068958232,13223291202,15068634590,20794523888,24277336437,26147885206,30143834811,35509168866,35986183519,32774713206,34912910465,37815175970,36252199683,36402670348,33086372100,30169339488,28459489607,26684600996,25221797767,24152019925,23923690855
Greece,GRC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47403E+11,2.55073E+11,2.56858E+11,2.52748E+11,2.57803E+11,2.63217E+11,2.7075E+11,2.82891E+11,2.93909E+11,3.0294E+11,3.14815E+11,3.27822E+11,3.40682E+11,3.60423E+11,3.78663E+11,3.80932E+11,4.02464E+11,4.1564E+11,4.14247E+11,3.96431E+11,3.74714E+11,3.36683E+11,3.12823E+11,3.04953E+11,3.06403E+11,3.05802E+11,3.04313E+11,3.07636E+11,3.12769E+11,3.18662E+11,2.8997E+11,3.14427E+11
Grenada,GRD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849021279,860784857.8,853458298.2,836740624,850911295.4,869031240,907600886.2,953121559.7,1065146731,1138624413,1194279829,1170108799,1210329224,1324874460,1316296556,1491050566,1431478202,1519134067,1533528510,1432111955,1424790100,1435689414,1419105138,1452474243,1559107729,1659588603,1721666387,1798093162,1876515593,1889187626,1629312309,1705693555
Greenland,GRL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50328329214,52169464689,54693600165,56841490009,59134328779,62060619128,63896235639,66684724835,70014645110,72708152049,75332093803,77089271289,80048949726,82098505158,84674687974,87448653551,92128378862,97967216349,1.01194E+11,1.01676E+11,1.04609E+11,1.08965E+11,1.12206E+11,1.16352E+11,1.21523E+11,1.26495E+11,1.29883E+11,1.33883E+11,1.38444E+11,1.43985E+11,1.41445E+11,1.52734E+11
